Name,MPC,a,e,i,Omega,omega,lambda,beta,Dist,Epoch
2004DH64,K04D64H,4.6442e+01,9.3326e-02,6.1436e-02,2.3511e+00,2.6770e+00,2.557,0.013,49.640,2456365.8
2004DM71,K04D71M,4.3092e+01,3.4538e-02,4.0160e-02,1.8424e+00,5.2775e+00,-3.058,0.040,44.149,2457097.9
2004DG77,K04D77G,4.3795e+01,1.2972e-01,8.3236e-01,6.1580e+00,5.1632e+00,-3.138,-0.140,44.568,2457097.8
2004EP95,K04E95P,4.3540e+01,3.4795e-02,1.7834e-01,3.0007e+00,2.0512e+00,-2.699,0.099,43.341,2453439.9
2004ES95,K04E95S,4.5284e+01,1.3968e-01,6.1313e-02,6.5129e-01,3.6778e+00,-2.696,0.012,40.198,2456807.8
2004HC79,K04H79C,4.6398e+01,1.6064e-01,2.5238e-02,1.1948e+00,2.7315e+00,-2.193,0.006,39.026,2454625.7
2004HD79,K04H79D,4.5942e+01,3.1762e-02,2.2776e-02,2.7779e+00,4.0545e+00,-2.121,0.023,47.226,2456453.6
2004HE79,K04H79E,4.4311e+01,9.7981e-02,5.3913e-02,1.0964e+00,2.8392e+00,-2.040,0.000,40.121,2457128.0
2004HG79,K04H79G,4.4199e+01,2.3482e-02,6.2780e-02,9.8280e-01,3.2854e+00,-2.059,-0.005,43.163,2457128.0
2004HH79,K04H79H,4.3254e+01,5.9213e-02,1.5027e-01,3.8807e+00,1.7319e+00,-2.024,0.058,42.533,2457185.8
2004HK79,K04H79K,4.3901e+01,7.9288e-02,3.3947e-02,1.2044e+00,3.1835e+00,-2.442,0.017,40.886,2456366.0
2004HL79,K04H79L,4.2109e+01,7.3510e-02,2.9247e-01,3.5342e+00,5.4693e+00,-2.566,0.062,40.346,2455004.8
2004HQ79,K04H79Q,6.3283e+01,4.2251e-01,1.1296e-01,6.4991e-01,3.0281e+00,-2.268,-0.026,37.193,2457166.6
2004KD19,K04K19D,3.8257e+01,1.7072e-02,3.7106e-02,8.2118e-02,1.1949e+00,-2.092,-0.031,38.891,2454591.9
2004KE19,K04K19E,4.4360e+01,4.9813e-02,2.0560e-02,5.1040e+00,4.5048e+00,-2.230,-0.018,42.675,2454624.7
2004KF19,K04K19F,4.4123e+01,6.3475e-02,1.8850e-03,5.7144e+00,4.8532e+00,-2.205,-0.002,41.369,2454624.8
2004KG19,K04K19G,4.3270e+01,2.2087e-02,1.6808e-02,5.2165e+00,4.7373e+00,-2.028,-0.014,42.459,2457128.0
2004KH19,K04K19H,4.0772e+01,1.1721e-01,6.1488e-01,4.0659e+00,3.9346e+00,-2.171,0.027,43.995,2454945.1
2004KJ19,K04K19J,4.6975e+01,2.3572e-01,4.2623e-01,4.1297e+00,8.1294e-01,-1.936,0.100,37.039,2456807.9
2004KK19,K04K19K,4.2388e+01,1.4267e-01,7.8278e-02,4.1549e+00,3.8215e+00,-2.136,-0.002,46.584,2455276.0
2004LW31,K04L31W,4.6283e+01,4.1390e-02,5.3390e-02,2.1768e+00,4.0074e+00,-1.575,0.030,45.998,2453585.9
2004MT8,K04M08T,4.3105e+01,4.2421e-02,3.9078e-02,1.5225e+00,4.9634e-01,-1.056,-0.021,44.931,2457185.9
2004MU8,K04M08U,4.4861e+01,8.0946e-02,6.2465e-02,1.9154e+00,5.8889e+00,-1.046,-0.010,47.847,2456452.9
2004MV8,K04M08V,4.7234e+01,1.7503e-01,4.7482e-01,1.9241e+00,3.3698e+00,-1.071,-0.067,38.987,2454624.9
2004OJ14,K04O14J,5.5300e+01,2.9072e-01,3.9207e-01,1.8187e+00,2.2858e+00,-1.078,-0.101,44.895,2454292.9
2004OP15,K04O15P,3.8584e+01,5.5320e-02,4.0048e-01,5.0472e+00,1.6305e+00,-1.176,0.015,38.512,2454590.0
2004OS15,K04O15S,5.5760e+01,3.1667e-01,7.4142e-02,2.1573e+00,3.5398e+00,-1.005,0.003,38.987,2454624.9
2004PX107,K04PA7X,4.3581e+01,5.4249e-02,5.3163e-02,1.1434e+00,3.5643e+00,-1.038,-0.043,41.492,2453853.8
2004PY107,K04PA7Y,4.4160e+01,9.6292e-02,2.7524e-02,1.4221e+00,2.9608e+00,-0.991,-0.019,41.315,2454678.8
2004PB108,K04PA8B,4.5076e+01,1.0877e-01,3.5263e-01,2.5732e+00,4.7750e+00,-0.244,-0.123,43.180,2455116.7
2004PA112,K04PB2A,3.8923e+01,1.0822e-01,5.7474e-01,2.7853e+00,3.9698e+00,-0.190,-0.111,35.371,2455455.9
2004PT117,K04PB7T,4.2983e+01,4.1326e-02,2.1607e-02,2.2166e-03,3.4011e+00,-0.742,-0.014,43.913,2456571.6
2004PU117,K04PB7U,4.2815e+01,1.3951e-02,3.2690e-02,4.0431e-01,5.8308e+00,-0.728,-0.030,42.340,2456571.6
2004PV117,K04PB7V,4.6071e+01,1.5344e-01,7.5451e-02,5.7461e+00,5.4857e+00,-0.642,-0.010,40.151,2456451.9
2004PW117,K04PB7W,4.3614e+01,6.0593e-02,3.2515e-02,1.4202e+00,1.2800e+00,-0.712,-0.028,46.162,2456571.7
2004PX117,K04PB7X,4.4264e+01,9.9872e-02,6.5398e-02,2.0960e+00,1.2790e+00,-0.649,-0.027,46.855,2456572.8
2004QE29,K04Q29E,4.0875e+01,8.3822e-02,4.2106e-01,5.5478e+00,6.1788e+00,-0.496,0.117,37.665,2456952.7
2004QH29,K04Q29H,5.0779e+01,2.2671e-01,2.0965e-01,5.7016e+00,3.2779e-01,-0.397,0.044,39.320,2456952.7
2004UD10,K04U10D,4.2842e+01,3.6793e-02,6.1017e-02,9.5527e-01,3.6236e+00,1.063,0.006,44.294,2456952.9
2004VA131,K04VD1A,4.5539e+01,9.6182e-02,1.3369e-02,3.6235e+00,3.2237e+00,0.864,-0.005,41.310,2456218.9
2004VB131,K04VD1B,4.4188e+01,7.1823e-02,3.0491e-02,8.7940e-01,3.6188e+00,0.861,0.000,46.930,2456980.8
2004VC131,K04VD1C,4.3948e+01,7.4008e-02,8.5696e-03,2.1763e+00,4.9004e+00,0.854,-0.008,40.704,2455920.7
2004VD131,K04VD1D,4.6362e+01,1.2781e-01,6.3722e-02,6.3078e-01,5.7550e+00,1.012,0.023,42.221,2456572.0
2004VG131,K04VD1G,6.4100e+01,5.0638e-01,2.3810e-01,7.4567e-01,6.0272e+00,0.777,0.006,32.061,2454031.8
2004XR190,K04XJ0R,5.7554e+01,1.1229e-01,8.1406e-01,4.4046e+00,4.9423e+00,1.332,-0.087,57.545,2457046.9
2004XX190,K04XJ0X,4.5180e+01,4.8532e-01,2.5918e-02,1.2536e+00,5.0888e+00,1.304,0.001,40.968,2453729.9
2005BW49,K05B49W,4.4080e+01,7.8141e-02,3.6704e-02,1.0292e+00,2.1256e+00,2.344,0.036,41.539,2456365.8
2005CE81,K05C81E,4.2714e+01,4.6687e-02,5.3826e-02,1.8122e+00,7.4616e-01,2.516,0.036,40.720,2456364.7
2005CG81,K05C81G,5.3843e+01,2.3755e-01,4.5646e-01,2.3503e+00,9.9564e-01,2.551,0.105,43.353,2456365.8
2005EE296,K05ET6E,4.4138e+01,6.9343e-02,5.7526e-02,5.9690e+00,5.0759e+00,2.556,0.015,45.784,2456364.7
2005EP296,K05ET6P,5.6234e+01,2.1721e-01,5.3459e-02,2.3943e+00,2.6124e-01,2.718,0.018,44.052,2453530.5
2005EX297,K05ET7X,4.4026e+01,1.1231e-01,8.3776e-02,4.9365e-01,4.0073e+00,2.780,0.064,44.194,2457460.7
2005EN302,K05EU2N,4.4984e+01,8.3001e-02,5.3337e-02,8.3474e-01,1.6987e-01,-2.739,0.023,47.934,2457105.0
2005EM303,K05EU3M,4.3554e+01,1.9584e-02,9.7773e-02,1.9765e+00,1.8792e+00,-2.658,0.099,42.721,2456426.8
2005EF304,K05EU4F,8.6419e+01,5.5396e-01,3.2641e-01,2.7128e-01,3.4604e+00,-3.013,-0.047,40.049,2453472.9
2005EO304,K05EU4O,4.5627e+01,6.8203e-02,5.9603e-02,1.6391e+00,2.6116e+00,-2.867,0.060,43.436,2454915.9
2005EC318,K05EV8C,4.3741e+01,3.4713e-02,4.4192e-02,1.9067e+00,5.0477e+00,2.808,0.036,44.531,2456015.8
2005GX186,K05GI6X,4.3958e+01,1.8903e-02,6.5991e-02,2.7735e+00,1.1756e+00,-3.099,0.027,43.352,2456366.0
2005GC187,K05GI7C,4.4097e+01,1.2451e-01,4.1870e-02,3.8188e-02,3.4694e+00,-2.263,-0.031,39.120,2457461.0
2005GD187,K05GI7D,4.3022e+01,2.0220e-02,1.2252e-02,6.1863e+00,5.9364e+00,2.835,0.003,43.884,2457072.0
2005JZ174,K05JH4Z,4.2609e+01,7.3507e-02,1.1364e-01,1.0330e+00,4.2456e+00,-2.343,0.029,41.735,2457461.0
2005JA175,K05JH5A,4.2437e+01,1.0689e-01,2.4890e-01,3.9286e+00,3.4080e+00,-2.264,0.024,46.893,2457166.6
2005JH177,K05JH7H,4.4528e+01,9.4306e-02,5.7159e-02,2.0499e+00,1.0418e+00,-2.430,0.057,41.306,2456773.7
2005JP179,K05JH9P,4.2932e+01,2.7557e-02,3.6565e-02,2.4062e+00,3.7001e-01,-2.407,0.037,42.368,2456773.8
2005JR179,K05JH9R,4.6884e+01,1.1549e-01,6.5363e-02,1.2410e+00,1.0536e+00,-2.361,0.030,46.466,2457461.0
2005JY185,K05JI5Y,4.4077e+01,6.8484e-02,3.7333e-02,5.5653e-01,1.9147e+00,-1.923,-0.023,44.807,2454594.0
2005JB186,K05JI6B,4.1469e+01,1.0566e-01,3.5291e-01,4.1609e+00,6.4274e-01,-1.921,0.077,37.403,2457185.8
2005JJ186,K05JI6J,4.4636e+01,9.4308e-02,7.2274e-02,1.1129e+00,4.1596e+00,-1.870,-0.011,41.691,2454236.9
2005JK186,K05JI6K,4.7270e+01,2.4405e-01,4.7564e-01,1.1022e+00,4.0033e+00,-1.847,-0.086,37.340,2455276.0
2005LA54,K05L54A,4.4317e+01,6.6997e-02,1.3818e-01,1.2333e+00,3.4624e+00,-1.876,-0.005,41.454,2456452.8
2005LB54,K05L54B,4.3689e+01,4.6818e-02,5.2430e-02,1.6768e+00,2.9872e+00,-1.853,0.020,41.694,2456452.8
2005LC54,K05L54C,6.7356e+01,4.6284e-01,3.9170e-01,1.1442e+00,4.1337e+00,-1.983,-0.003,42.143,2454594.0
2005NU125,K05NC5U,8.0836e+01,5.0835e-01,6.4863e-01,5.1888e+00,6.2634e+00,-0.822,0.201,40.565,2457223.0
2005PL21,K05P21L,4.6515e+01,1.4905e-01,8.2659e-02,6.7221e-01,3.7051e+00,-0.533,-0.079,44.120,2456867.9
2005PS21,K05P21S,4.4450e+01,7.9943e-02,4.5344e-02,3.2919e+00,4.4018e+00,-0.225,0.017,44.373,2456926.8
2005PT21,K05P21T,7.4843e+01,5.2074e-01,1.3793e-01,3.0920e+00,1.8715e+00,-0.277,0.029,43.445,2454763.8
2005RQ43,K05R43Q,4.1373e+01,9.4857e-02,3.5252e-01,1.1571e+00,4.6907e+00,0.738,-0.142,39.550,2457032.8
2006AO98,K06A98O,3.7966e+01,8.8270e-02,4.1637e-01,2.2002e+00,1.4678e+00,2.415,0.103,36.552,2456363.8
2006BR284,K06BS4R,4.3802e+01,3.9334e-02,2.0176e-02,2.6625e-01,1.8006e+00,2.278,0.018,42.122,2455652.8
2006BS284,K06BS4S,5.9564e+01,4.3870e-01,7.9849e-02,5.7236e+00,4.3391e+00,2.399,0.014,44.182,2456365.8
2006CH69,K06C69H,4.5746e+01,3.6434e-02,3.1259e-02,7.1562e-01,1.1356e+00,2.482,0.031,44.390,2456364.7
2006HN122,K06HC2N,4.5883e+01,1.8568e-01,1.3594e-01,5.5375e+00,2.7845e+00,2.618,-0.032,38.384,2457460.7
2006HP122,K06HC2P,4.6245e+01,1.6473e-01,1.5863e-01,7.1138e-01,2.5746e+00,-2.321,-0.014,39.798,2457461.0
2006HQ122,K06HC2Q,9.1067e+01,5.8613e-01,3.7772e-01,3.7896e+00,6.0352e+00,-2.335,0.071,39.049,2456829.9
2006HR122,K06HC2R,6.2035e+01,3.7282e-01,6.0615e-02,8.7830e-01,2.5354e+00,-2.498,0.013,39.743,2454297.5
2006HT122,K06HC2T,3.8962e+01,9.0781e-02,1.2547e-01,2.9926e+00,2.4191e+00,-2.432,0.096,38.505,2453970.5
2006HV122,K06HC2V,8.1161e+01,5.3721e-01,2.7990e-01,7.1033e-01,4.1428e+00,-2.225,-0.061,41.807,2457166.6
2006HW122,K06HC2W,4.5458e+01,6.6172e-02,2.6791e-02,8.0596e-01,2.1547e+00,-2.087,-0.006,44.267,2457137.0
2006HA123,K06HC3A,4.2779e+01,4.6193e-02,5.7648e-02,9.0837e-01,2.8750e+00,-1.997,-0.013,41.023,2454236.9
2006HB123,K06HC3B,4.4086e+01,8.9926e-02,3.1451e-02,2.0202e+00,2.2086e+00,-2.075,0.026,40.122,2456450.8
2006HE123,K06HC3E,4.4057e+01,6.7331e-02,7.3897e-02,1.4733e+00,2.7192e+00,-2.173,0.034,41.095,2453970.6
2006JU58,K06J58U,4.6245e+01,1.2591e-01,1.2277e-01,4.1625e+00,4.4235e+00,-2.018,0.011,47.732,2457128.0
2006JV58,K06J58V,4.4957e+01,6.0838e-02,5.5327e-03,2.5282e+00,1.6137e+00,-1.977,0.005,42.257,2457185.8
2006QR181,K06QI1R,4.6612e+01,2.0155e-01,1.7172e-01,5.0810e+00,5.3302e-01,0.389,0.176,40.710,2456952.8
2006QS181,K06QI1S,5.6531e+01,4.2253e-01,2.5847e-01,4.0269e+00,1.4981e+00,0.150,0.171,36.961,2454090.8
2006SE415,K06Sf5E,4.2599e+01,2.7193e-02,3.2318e-01,3.6476e+00,1.0311e+00,-0.084,0.182,42.503,2457334.7
2006SF415,K06Sf5F,4.3198e+01,7.7006e-02,2.7423e-01,4.6975e+00,2.1143e+00,-0.206,0.276,40.614,2454709.8
2006TK121,K06TC1K,3.8502e+01,2.0979e-01,4.7600e-01,3.0415e+00,5.1213e+00,0.475,-0.286,34.980,2454114.6
2006UO321,K06UW1O,4.3640e+01,7.3262e-02,4.0614e-02,1.1515e+00,3.9913e+00,0.076,-0.035,42.396,2454822.7
2006WF206,K06WK6F,4.3507e+01,4.9110e-02,3.5884e-02,1.0142e+00,3.2215e+00,2.328,0.035,44.087,2456364.7
2006WG206,K06WK6G,5.0398e+01,2.9055e-01,2.4949e-01,5.5366e+00,2.1402e+00,2.364,0.010,39.578,2455217.9
2007CQ79,K07C79Q,4.5435e+01,7.6945e-02,2.0665e-02,6.2268e+00,4.1364e+00,2.479,0.012,45.231,2456364.7
2007CR79,K07C79R,4.7149e+01,2.1879e-01,3.8169e-01,2.3261e+00,6.2355e+00,2.674,0.139,37.412,2457071.9
2007CS79,K07C79S,4.4169e+01,3.5219e-02,2.6878e-02,5.7646e+00,2.4092e+00,2.615,0.000,42.990,2457097.7
2007DS101,K07DA1S,4.3995e+01,8.6486e-02,2.4243e-02,4.6232e-01,3.7678e+00,2.575,0.021,43.949,2456364.7
2007FM51,K07F51M,4.5547e+01,1.6090e-01,5.1002e-01,1.8611e+00,5.9728e+00,2.967,0.475,43.765,2457136.9
2007FO51,K07F51O,5.0391e+01,2.8786e-01,4.8773e-01,7.5444e-01,2.6272e+00,3.098,0.377,36.425,2457423.0
2007FP51,K07F51P,4.4757e+01,2.0159e-01,4.4691e-01,1.2568e+00,9.8077e-01,3.024,0.450,37.528,2456744.9
2007HV90,K07H90V,4.3902e+01,6.7217e-02,5.1365e-02,1.5524e+00,2.0749e+00,-1.931,0.018,41.346,2457166.8
2007LE38,K07L38E,5.4060e+01,2.2691e-01,6.2773e-01,3.3777e+00,9.3524e-01,-1.800,0.586,42.019,2457164.9
2007LH38,K07L38H,1.3391e+02,7.2518e-01,5.9685e-01,2.1455e+00,2.2714e+00,-1.838,0.475,36.819,2456480.5
2007LJ38,K07L38J,7.2328e+01,4.6946e-01,5.5048e-01,2.4052e+00,2.0593e+00,-1.767,0.499,38.378,2457164.9
2007RL314,K07RV4L,4.0389e+01,3.7980e-02,3.6751e-01,3.6872e+00,4.0382e-01,-0.211,0.268,40.874,2455037.9
2007RM314,K07RV4M,7.0798e+01,4.8435e-01,3.6453e-01,3.6550e+00,1.3242e+00,-0.132,0.228,45.168,2456567.9
2007RW326,K07RW6W,4.5923e+01,2.3549e-01,3.5779e-01,4.6130e+00,1.2575e+00,-0.260,0.354,35.169,2455003.9
2007RX326,K07RW6X,4.6096e+01,1.5652e-01,4.3684e-01,4.6154e+00,9.1427e-01,-0.277,0.432,39.456,2455004.9
2007RY326,K07RW6Y,3.8818e+01,6.7765e-02,4.4469e-01,4.0535e+00,3.1491e+00,-0.183,0.409,37.562,2456567.9
2007RZ326,K07RW6Z,5.2667e+01,3.4644e-01,6.5045e-01,5.1731e+00,1.8098e+00,-0.147,0.576,36.868,2456570.9
2007TZ417,K07Tf7Z,4.1533e+01,1.3184e-01,3.8881e-01,1.2662e+00,5.2608e-01,0.686,-0.228,38.711,2456952.9
2007VJ302,K07VU2J,4.3155e+01,6.7902e-02,1.5205e-01,1.0337e+00,5.7866e+00,0.457,-0.086,40.236,2456573.0
2007VK305,K07VU5K,5.7206e+01,3.6414e-01,3.5362e-01,3.0080e+00,2.5114e+00,0.890,-0.310,51.579,2454764.0
2008AQ118,K08AB8Q,4.1494e+01,6.1567e-02,4.2902e-01,5.4532e+00,3.4503e+00,2.438,-0.060,38.971,2457066.9
2008JO41,K08J41O,8.7374e+01,5.4325e-01,8.5200e-01,2.6714e+00,2.5580e+00,-1.562,0.805,42.975,2456489.0
2008QB43,K08Q43B,4.1670e+01,7.5828e-02,4.5986e-01,5.5935e+00,9.7051e-01,-0.133,0.248,38.716,2455016.9
2008SP266,K08SQ6P,4.0993e+01,1.2037e-01,3.4043e-01,2.4644e+00,4.1423e+00,0.206,-0.275,36.066,2457003.8
2009DL143,K09DE3L,4.3546e+01,4.7128e-02,1.9228e-01,1.9443e+00,5.6388e+00,-2.956,0.192,44.350,2457072.0
2009DM143,K09DE3M,5.4384e+01,3.4167e-01,2.8482e-01,2.5491e+00,3.1878e-01,-3.104,0.179,36.360,2454953.0
2009DO143,K09DE3O,4.4029e+01,1.1885e-01,2.0216e-01,1.3104e+00,3.8139e+00,-3.073,0.194,45.183,2454948.9
2009DR143,K09DE3R,4.6890e+01,1.5929e-01,1.6664e-01,1.4448e+00,3.5040e+00,-2.943,0.161,46.114,2457072.0
2009DT143,K09DE3T,3.8211e+01,1.1703e-01,5.2588e-01,2.8868e+00,1.5081e+00,-3.071,0.196,35.854,2454948.8
2009KK30,K09K30K,6.0075e+01,3.7238e-01,2.4894e-01,4.5337e+00,4.5951e+00,-1.905,-0.040,50.946,2455716.8
2009KL30,K09K30L,4.5602e+01,1.9510e-01,4.0415e-01,4.4585e+00,3.1463e+00,-1.926,-0.043,54.417,2455358.9
2009KO30,K09K30O,4.4262e+01,7.1042e-02,1.6364e-01,9.4160e-01,6.0125e+00,-1.898,-0.050,46.826,2455716.0
2009KX36,K09K36X,6.7494e+01,3.2685e-01,3.2734e-01,2.4879e+00,7.2630e-01,-3.109,0.217,45.434,2455006.9
2009KY36,K09K36Y,4.1703e+01,8.4814e-02,4.3050e-01,5.9469e-01,2.0725e+00,-3.080,0.219,38.566,2455006.9
2009KA37,K09K37A,4.7602e+01,1.8195e-01,2.6538e-01,2.2320e+00,9.6449e-01,-3.106,0.221,38.942,2455006.9
2009MG10,K09M10G,4.7061e+01,3.3385e-01,3.4866e-01,1.4747e+00,3.2420e+00,-1.037,-0.221,32.666,2455068.5
2009UF156,K09UF6F,4.2884e+01,1.9547e-02,2.2602e-02,1.3036e+00,4.9665e-01,0.694,-0.013,42.504,2456572.0
2010AH2,K10A02H,4.0528e+01,4.4647e-02,3.1454e-01,2.2277e+00,9.0942e-01,2.288,0.028,39.252,2457122.8
2010DN93,K10D93N,5.5197e+01,1.8598e-01,7.0855e-01,1.5905e+00,5.4786e-01,2.961,0.712,47.583,2455631.9
2010FX86,K10F86X,4.6797e+01,6.0113e-02,4.3944e-01,5.4269e+00,6.1686e+00,-2.470,-0.448,46.395,2456069.6
2010JK124,K10JC4K,3.9647e+01,3.0871e-02,2.7135e-01,4.8426e+00,2.1703e+00,-2.034,-0.160,40.792,2455686.8
2010KZ39,K10K39Z,4.5200e+01,5.4956e-02,4.5532e-01,9.2810e-01,5.5579e+00,-1.897,-0.143,46.324,2456006.9
2010LP68,K10L68P,3.6311e+01,3.0572e-02,1.8771e-01,4.5760e+00,5.2466e+00,-1.906,-0.038,35.548,2455716.8
2010PP81,K10P81P,5.1595e+01,2.6448e-01,5.4093e-01,3.0033e+00,2.9492e+00,-0.412,0.152,37.990,2455854.8
2010RN45,K10R45N,4.0194e+01,8.4572e-02,5.7201e-01,2.1540e+00,5.8368e+00,-0.317,-0.394,41.077,2455512.6
2010RF64,K10R64F,4.2962e+01,1.7328e-01,5.0075e-01,2.2870e+00,3.6573e+00,0.043,-0.409,36.002,2456163.8
2010RN64,K10R64N,4.0889e+01,8.3478e-02,3.4683e-01,1.1961e+00,7.0103e-01,0.218,-0.295,41.024,2457334.7
2010RO64,K10R64O,4.6860e+01,1.2152e-01,2.9754e-01,1.0621e+00,5.4578e+00,0.251,-0.213,41.166,2457033.8
2010RD188,K10RI8D,4.0401e+01,5.9160e-02,4.8789e-01,1.1375e+00,6.2279e+00,0.046,-0.439,39.130,2456629.7
2010RE188,K10RI8E,4.6004e+01,1.4711e-01,1.1790e-01,3.3020e+00,3.6678e+00,0.251,-0.012,39.692,2456592.8
2010RF188,K10RI8F,4.6712e+01,2.9358e-01,2.4168e-01,3.1120e+00,5.8143e+00,0.138,-0.040,55.905,2456545.0
2010SS43,K10S43S,4.5312e+01,2.1704e-01,6.0177e-01,5.9585e+00,1.9394e+00,0.318,0.392,40.157,2456544.1
2010TJ0,K10T00J,6.2841e+01,3.6505e-01,6.7895e-01,1.5934e+00,4.7767e+00,0.510,-0.614,40.568,2456303.0
2010TL182,K10TI2L,4.3815e+01,5.8518e-02,2.8065e-02,1.9978e+00,5.0278e+00,0.384,-0.029,41.393,2456592.9
2010TP182,K10TI2P,4.5110e+01,1.7879e-01,1.6951e-01,3.6643e+00,4.0669e+00,0.551,-0.004,39.303,2455485.0
2010TA192,K10TJ2A,4.1994e+01,1.0912e-01,3.1390e-01,4.0168e+00,5.2428e-01,0.549,0.108,44.620,2456570.9
2010TB192,K10TJ2B,5.4578e+01,3.2004e-01,2.2721e-01,4.2524e+00,1.9005e+00,0.607,0.116,39.357,2456490.1
2010TD192,K10TJ2D,4.3160e+01,2.5698e-02,7.5381e-02,1.3421e+00,5.4333e+00,0.869,-0.035,42.126,2456620.8
2010TE192,K10TJ2E,4.1249e+01,5.5700e-02,3.7134e-01,5.1822e-01,4.9949e+00,0.915,0.150,41.427,2456596.0
2010TF192,K10TJ2F,4.3352e+01,2.1945e-02,4.0404e-02,1.3627e+00,1.2937e+00,0.927,-0.017,43.478,2456620.8
2010TG192,K10TJ2G,4.3992e+01,5.8716e-02,2.3056e-02,5.8386e+00,5.7498e-01,1.029,0.023,42.304,2456629.8
2010TK192,K10TJ2K,4.6359e+01,1.1486e-01,6.3900e-01,4.3446e-01,3.7286e-01,0.371,-0.044,41.451,2456592.9
2010VQ11,K10V11Q,4.5174e+01,1.3937e-01,2.3220e-01,3.0498e+00,3.7485e+00,1.271,-0.233,40.218,2456984.9
2010VR11,K10V11R,4.1433e+01,1.4435e-01,5.3973e-01,1.5131e+00,6.1317e-01,1.231,-0.152,37.271,2457063.1
2010VK201,K10VK1K,4.3164e+01,1.1042e-01,5.0342e-01,2.7305e+00,1.4407e+00,0.861,-0.494,47.876,2456239.9
2010VX224,K10VM4X,3.9742e+01,2.0439e-01,2.7135e-01,2.6688e+00,2.9863e-02,0.923,-0.274,39.588,2456637.8
2011BR163,K11BG3R,9.7243e+01,6.1000e-01,4.3225e-01,1.8744e+00,3.5367e-01,2.261,0.184,37.984,2456741.8
2011BS163,K11BG3S,4.3721e+01,5.2236e-02,8.0041e-02,2.9364e+00,3.6954e+00,2.523,-0.032,44.959,2456740.8
2011BV163,K11BG3V,4.4150e+01,1.0218e-01,7.9203e-02,1.8427e+00,7.3597e-01,2.217,0.031,39.857,2456722.9
2011CX119,K11CB9X,4.1778e+01,1.4148e-01,4.7792e-01,5.6511e+00,1.1716e+00,2.753,-0.135,45.010,2456770.8
2011HP83,K11H83P,5.2473e+01,3.1200e-01,5.0004e-01,2.1461e-01,3.6353e+00,-2.145,-0.382,36.694,2456102.7
2011HZ102,K11HA2Z,4.3189e+01,8.1960e-03,4.1818e-02,2.6990e+00,8.5718e-01,-1.357,0.034,43.113,2457187.1
2011HE103,K11HA3E,4.4019e+01,1.0075e-01,1.1893e-01,4.5457e+00,4.1327e+00,-1.418,0.035,47.245,2456036.9
2011HF103,K11HA3F,4.3005e+01,5.0148e-02,5.3337e-02,2.6594e+00,6.3680e-01,-1.445,0.044,42.849,2456126.9
2011HJ103,K11HA3J,4.6594e+01,1.7797e-01,9.3532e-02,2.2032e+00,3.5268e+00,-1.455,0.047,40.637,2455745.0
2011JW31,K11J31W,4.6081e+01,1.5255e-01,3.2673e-02,3.6490e+00,2.4462e+00,-1.415,0.031,42.937,2456036.9
2011JX31,K11J31X,4.4929e+01,1.0961e-01,5.7770e-02,2.4277e+00,3.4411e-01,-1.419,0.039,46.854,2456038.9
2011JY31,K11J31Y,4.3975e+01,4.4627e-02,4.5448e-02,4.0387e+00,1.7332e+00,-1.415,0.033,42.740,2456036.9
2011OA60,K11O60A,4.0812e+01,1.4059e-01,4.0254e-01,2.2593e+00,2.4669e+00,-1.166,0.107,35.414,2456593.7
