Name,MPC,a,e,i,Omega,omega,lambda,beta,Dist,Epoch
2014HU199,K14HJ9U,4.3153e+01,7.0010e-02,1.4893e-01,2.0626e+00,2.3914e+00,-2.823,0.150,41.370,2457107.0
2014HV199,K14HJ9V,3.7843e+01,1.8843e-02,4.2659e-01,1.5343e+00,5.4247e+00,-2.288,0.278,38.547,2457192.9
2014HW199,K14HJ9W,4.6227e+01,1.7805e-01,2.7018e-01,3.8877e+00,5.9286e+00,-2.156,0.071,39.091,2457196.9
2014HZ199,K14HJ9Z,4.3127e+01,1.5567e-01,4.8653e-01,9.9609e-01,1.4643e+00,-2.447,0.147,40.772,2457205.8
2014HE200,K14HK0E,5.2384e+01,3.5186e-01,1.6415e-01,4.0383e+00,6.3464e-01,-2.445,-0.034,37.165,2457138.0
2014HF200,K14HK0F,6.0849e+01,4.1733e-01,1.6959e-01,3.7560e-01,4.4292e+00,-2.199,-0.096,38.055,2456839.9
2014JH80,K14J80H,4.3404e+01,2.1787e-01,8.2783e-01,5.3429e+00,4.8969e-01,-0.856,0.074,34.413,2457200.0
2014JJ80,K14J80J,4.2946e+01,2.7246e-01,3.2631e-01,4.5654e+00,1.7179e+00,-0.693,0.290,32.756,2457613.9
2014JM80,K14J80M,6.2306e+01,2.6268e-01,3.5757e-01,3.1845e+00,1.6920e+00,-2.049,0.320,47.768,2457162.0
2014JN80,K14J80N,4.1422e+01,1.0821e-01,3.0971e-01,2.4197e+00,2.7498e+00,-1.955,0.292,38.152,2456888.8
2014JU80,K14J80U,5.3304e+01,3.2633e-01,2.0071e-01,2.7594e+00,5.9580e-01,-1.826,0.203,41.628,2457217.9
2014KS101,K14KA1S,3.8474e+01,2.6493e-02,4.2090e-01,3.7958e+00,1.0364e+00,-1.870,0.264,37.517,2457209.8
2014KW101,K14KA1W,4.0709e+01,8.2232e-02,3.3720e-01,3.4952e+00,9.0445e-01,-0.931,0.333,38.542,2457219.0
2014KZ101,K14KA1Z,1.2202e+02,7.2428e-01,3.2559e-01,2.8118e+00,1.4297e+00,-1.932,0.334,33.761,2457210.8
2014KA102,K14KA2A,1.0550e+02,6.5597e-01,4.6700e-01,2.9344e+00,1.0524e-01,-2.651,0.325,39.612,2457161.0
2014LO28,K14L28O,4.2933e+01,1.1849e-01,4.4672e-01,5.0128e+00,1.8743e+00,-0.620,0.283,40.541,2457216.0
2014LP28,K14L28P,4.1049e+01,4.6593e-02,2.8061e-01,3.0976e+00,2.3447e+00,-0.603,0.158,39.175,2457232.0
2014LR28,K14L28R,4.3950e+01,5.5157e-02,2.5587e-02,2.5612e+00,3.3627e-01,-0.739,0.004,46.068,2456919.8
2014LS28,K14L28S,4.3271e+01,6.4410e-02,6.6794e-02,2.0252e+00,3.2842e+00,-2.271,0.062,42.316,2456829.9
2014LT28,K14L28T,4.4200e+01,6.7527e-02,1.7520e-01,1.1137e+00,3.4620e+00,-1.126,-0.142,41.666,2456869.9
2014LU28,K14L28U,5.4977e+01,3.5593e-01,5.6334e-01,1.8224e+00,2.1180e+00,-1.896,0.332,36.102,2457210.8
2014LV28,K14L28V,6.8859e+01,5.0259e-01,1.8670e-01,5.5278e+00,4.7628e-01,-1.001,-0.048,37.452,2457218.0
2014MY69,K14M69Y,4.0385e+01,5.3502e-02,3.0425e-01,1.8204e-02,3.4970e+00,-0.443,-0.145,41.744,2457228.0
2014MZ69,K14M69Z,4.6007e+01,1.9584e-01,2.2485e-01,3.6364e-01,4.3464e+00,-0.346,-0.153,41.278,2457216.0
2014MA70,K14M70A,4.3503e+01,8.3142e-02,7.4648e-02,3.4938e+00,1.5577e+00,-0.481,0.057,40.698,2457232.0
2014MB70,K14M70B,4.6393e+01,1.1178e-01,1.6155e-01,6.1336e+00,5.5725e+00,-0.470,-0.048,41.553,2456971.7
2014ME70,K14M70E,4.2636e+01,1.5115e-01,1.3629e-01,1.8570e-02,4.7794e+00,-0.982,-0.117,36.808,2456891.9
2014MG70,K14M70G,4.3359e+01,5.3963e-02,2.1253e-01,5.6765e+00,6.7965e-01,-0.742,-0.033,41.721,2457203.1
2014MJ70,K14M70J,1.2233e+02,6.9251e-01,2.7082e-01,1.6755e+00,4.4274e+00,-0.578,-0.215,38.811,2457231.1
2014NY65,K14N65Y,4.0976e+01,1.1108e-01,3.2226e-01,4.4897e+00,2.7897e+00,-0.763,0.287,41.148,2456922.8
2014NZ65,K14N65Z,4.4044e+01,1.7692e-01,5.0253e-01,5.9844e+00,4.7977e+00,-0.426,-0.080,40.875,2457216.0
2014NA66,K14N66A,4.2729e+01,2.1091e-01,2.8095e-01,5.3660e+00,6.2001e+00,-0.661,0.079,34.112,2456919.8
2014NB66,K14N66B,4.5653e+01,7.9239e-02,8.5748e-02,5.2347e+00,3.3826e+00,-0.189,0.065,48.532,2457227.0
2014NC66,K14N66C,4.7369e+01,2.1971e-01,7.6507e-01,2.4230e+00,3.4586e+00,-0.483,-0.212,36.962,2457228.0
2014OZ393,K14Od3Z,4.6218e+01,1.8560e-01,2.9114e-01,3.6869e+00,3.2164e+00,0.927,-0.103,37.899,2457228.1
2014OA394,K14Od4A,4.6575e+01,1.8270e-01,7.6114e-02,6.2084e+00,5.6076e+00,-0.499,-0.033,38.225,2457216.0
2014OB394,K14Od4B,4.6618e+01,2.4877e-01,3.6181e-01,1.4135e-01,1.8057e-01,-0.053,-0.063,35.470,2457009.8
2014OD394,K14Od4D,4.4424e+01,9.1863e-02,1.9624e-01,2.2718e+00,1.4107e+00,0.120,-0.168,48.129,2456984.8
2014OE394,K14Od4E,4.6347e+01,1.1768e-01,6.8557e-02,5.3915e+00,4.5265e+00,-1.211,-0.022,45.020,2457229.9
2014OF394,K14Od4F,4.6776e+01,1.3945e-01,3.8987e-01,6.1879e+00,6.1047e+00,-0.229,-0.045,40.262,2457009.7
2014OG394,K14Od4G,3.8703e+01,5.0047e-02,7.6794e-02,2.2249e+00,2.2707e-02,0.803,-0.076,38.319,2457039.8
2014OH394,K14Od4H,4.5704e+01,1.5573e-01,1.6926e-01,5.0664e+00,1.3063e+00,-1.000,0.036,41.642,2457200.1
2014OJ394,K14Od4J,5.2633e+01,2.2581e-01,6.0647e-01,5.2231e+00,4.7231e+00,-1.227,-0.115,47.720,2457227.9
2014OM394,K14Od4M,4.3983e+01,7.6637e-02,4.1242e-02,7.5372e-01,2.9701e+00,-0.013,-0.029,46.661,2456890.0
2014ON394,K14Od4N,6.2553e+01,4.7970e-01,2.1424e-01,6.0369e+00,5.7353e+00,-0.469,-0.050,33.080,2456890.0
2014OP394,K14Od4P,6.6729e+01,4.5097e-01,3.7661e-01,3.4828e+00,2.0330e+00,0.190,0.055,42.258,2456973.8
2014OQ394,K14Od4Q,6.1974e+01,4.3978e-01,5.1468e-01,3.2571e+00,2.7546e+00,0.182,-0.023,35.724,2457227.1
2014OR394,K14Od4R,1.3897e+02,7.5697e-01,2.2766e-01,3.0840e-02,2.2532e-01,0.030,-0.006,34.231,2457229.0
2014OS394,K14Od4S,1.4938e+02,7.5169e-01,2.4655e-01,3.3915e+00,4.3918e+00,0.772,-0.130,41.144,2457044.8
2014QF433,K14Qh3F,4.6218e+01,1.2999e-01,8.2711e-02,1.4630e+00,2.9430e+00,-0.579,-0.075,43.849,2457225.1
2014QR441,K14Qi1R,6.7943e+01,3.7299e-01,7.3700e-01,1.3602e+00,4.9409e+00,-0.231,-0.735,42.883,2457372.5
2014QS441,K14Qi1S,4.6881e+01,5.4886e-02,6.6062e-01,3.2445e+00,4.2921e+00,0.492,-0.303,44.776,2457374.6
2014QU441,K14Qi1U,4.1272e+01,1.0691e-01,3.3756e-01,1.9750e+00,5.2088e+00,0.526,-0.342,37.096,2457356.6
2014QW441,K14Qi1W,4.4287e+01,1.0273e-01,5.0278e-01,2.8402e+00,3.5585e+00,-0.026,-0.136,39.770,2457208.1
2014QX441,K14Qi1X,3.8469e+01,3.9301e-02,4.5358e-01,7.6655e-01,5.1910e+00,0.105,-0.285,37.070,2456998.8
2014QA442,K14Qi2A,4.3582e+01,2.0392e-01,4.7834e-01,1.9089e+00,5.0665e+00,-0.011,-0.462,35.903,2456988.8
2014QB442,K14Qi2B,6.6322e+01,4.4762e-01,1.2725e-01,1.3142e+00,4.7011e+00,0.426,-0.101,39.420,2457312.7
2014SH349,K14SY9H,4.3211e+01,1.5229e-01,3.0165e-01,3.5360e+00,1.6916e+00,0.833,-0.138,44.583,2457039.8
2014SS349,K14SY9S,1.4310e+02,6.8186e-01,8.4189e-01,2.5167e+00,2.5841e+00,-0.427,-0.235,53.307,2457365.6
2014SV349,K14SY9V,6.1799e+01,4.4360e-01,3.1046e-01,9.8915e-01,4.2202e-01,-0.635,-0.310,62.708,2457164.9
2014SO350,K14SZ0O,7.6871e+01,5.5460e-01,4.1993e-01,2.4627e+00,4.0659e+00,0.450,-0.394,34.662,2457006.7
2014TT85,K14T85T,4.0546e+01,7.6907e-02,3.1133e-01,1.7147e+00,4.6595e+00,0.688,-0.267,37.900,2457394.6
2014TW85,K14T85W,4.2942e+01,1.7504e-02,1.6459e-02,1.8587e+00,4.2487e+00,0.779,-0.014,42.513,2457044.8
2014TX85,K14T85X,4.0581e+01,1.0568e-01,3.8109e-01,3.5156e+00,3.8020e+00,0.733,-0.150,36.399,2457044.8
2014TY85,K14T85Y,4.1027e+01,2.0622e-01,3.3378e-01,7.4026e-01,1.6396e-01,0.830,0.041,32.571,2457034.8
2014TC86,K14T86C,4.4119e+01,6.5556e-02,2.2235e-02,1.1406e+00,3.8053e-01,2.007,0.017,41.523,2457038.9
2014TD86,K14T86D,4.3025e+01,9.2560e-03,2.9583e-02,9.2131e-01,4.9636e+00,1.976,0.026,43.314,2457073.8
2014UF224,K14UM4F,4.5413e+01,1.2815e-01,4.7396e-01,3.0425e+00,5.7704e+00,0.542,-0.306,46.649,2457402.6
2014UP224,K14UM4P,4.0814e+01,8.5084e-02,3.2065e-01,3.1207e+00,6.0845e+00,1.150,-0.304,41.097,2457031.8
2014UQ224,K14UM4Q,4.4447e+01,5.0439e-02,3.3982e-02,2.9227e-01,3.8760e+00,1.193,0.027,46.652,2457004.8
2014US224,K14UM4S,4.7508e+01,1.6548e-01,1.9267e-01,5.5526e+00,3.0543e+00,0.696,0.193,46.493,2457018.8
2014UW224,K14UM4W,5.5908e+01,4.1042e-01,5.1417e-02,4.4879e+00,3.2792e+00,2.052,-0.035,34.689,2457098.9
2014UZ224,K14UM4Z,1.0912e+02,6.4921e-01,4.6749e-01,2.2863e+00,5.1154e-01,2.052,-0.035,34.689,2457098.9
2014VU37,K14V37U,4.0718e+01,4.5035e-02,4.9908e-01,4.3313e+00,5.8970e+00,1.128,0.034,42.453,2456989.0
2014VW37,K14V37W,4.2083e+01,1.3283e-01,8.5146e-01,2.1428e+00,4.4557e+00,0.778,-0.844,36.866,2457401.7
2014WA509,K14Wo9A,4.4046e+01,5.7192e-02,5.2360e-02,2.0976e+00,5.9270e+00,2.752,0.032,42.654,2457191.8
2014WB509,K14Wo9B,4.3439e+01,2.1154e-01,1.7038e-01,6.1966e+00,1.5724e+00,0.606,0.114,36.428,2457002.7
2014WD509,K14Wo9D,4.3790e+01,4.9295e-02,2.3265e-02,3.5167e+00,4.5018e+00,0.888,-0.012,42.271,2457036.9
2014WF509,K14Wo9F,4.5215e+01,9.2353e-02,1.2348e-01,3.0935e+00,3.2074e+00,1.060,-0.108,42.776,2457230.1
2014WG509,K14Wo9G,4.2569e+01,8.1394e-02,3.7347e-01,2.2645e+00,3.1453e+00,1.084,-0.349,43.608,2457041.8
2014WH509,K14Wo9H,4.4145e+01,1.7862e-01,3.1693e-01,1.3336e+00,5.6164e+00,2.075,0.225,41.881,2457105.9
2014WJ509,K14Wo9J,4.2983e+01,1.4212e-01,3.6521e-01,1.7510e+00,1.6513e+00,2.139,0.150,40.204,2457066.8
2014WK509,K14Wo9K,5.1012e+01,2.0832e-01,2.5309e-01,7.1501e-01,2.3431e+00,1.049,0.089,53.239,2457043.8
2014WL509,K14Wo9L,4.1527e+01,1.3657e-01,2.6386e-01,3.2167e+00,8.2275e-01,2.322,-0.208,41.579,2457103.8
2014WO509,K14Wo9O,4.4004e+01,9.2679e-02,6.5520e-02,1.9032e+00,9.0324e-01,2.766,0.051,39.927,2457095.9
2014WP509,K14Wo9P,4.4962e+01,8.9312e-02,1.4556e-01,1.1650e+00,5.8786e+00,1.678,0.075,42.352,2457045.8
2014WS509,K14Wo9S,4.4306e+01,3.6894e-02,4.7770e-02,1.4647e+00,2.0263e-01,1.130,-0.016,42.882,2457004.8
2014WU509,K14Wo9U,4.1544e+01,7.2631e-02,3.4205e-01,3.3712e+00,5.8071e+00,1.372,-0.319,41.050,2457066.8
2014WV509,K14Wo9V,4.6666e+01,1.7522e-01,4.4302e-01,3.5890e+00,3.4524e+00,0.954,-0.238,38.687,2457033.8
2014WW509,K14Wo9W,4.2646e+01,1.3128e-01,3.5585e-01,1.9271e+00,2.9986e+00,1.369,-0.193,47.587,2457039.8
2014WX509,K14Wo9X,4.2702e+01,1.4545e-01,2.0921e-01,5.8244e+00,2.6936e+00,2.503,0.036,36.670,2457096.8
2014WY509,K14Wo9Y,4.4028e+01,1.7294e-01,2.0047e-01,5.2166e+00,5.5112e+00,2.627,-0.111,44.389,2457121.8
2014WZ509,K14Wo9Z,4.0258e+01,9.3458e-02,2.7716e-01,4.3843e+00,1.0809e+00,2.382,-0.259,44.003,2457103.8
2014WA510,K14Wp0A,4.5384e+01,3.0919e-02,3.7629e-02,1.8249e+00,5.8256e+00,2.815,0.032,45.173,2457456.7
2014WH510,K14Wp0H,7.6907e+01,5.7489e-01,3.2502e-01,4.7027e+00,3.7240e+00,2.278,-0.228,32.898,2457101.8
2014WL510,K14Wp0L,6.3491e+01,4.3828e-01,8.1507e-02,3.8387e+00,5.6008e+00,2.375,-0.082,38.974,2457099.8
2014WM510,K14Wp0M,7.8880e+01,5.9390e-01,3.5596e-01,2.1761e-01,1.7524e+00,2.900,0.165,37.450,2457106.0
2014WN510,K14Wp0N,7.7911e+01,5.3059e-01,2.0253e-01,2.2105e+00,1.5843e+00,2.928,0.139,41.348,2457128.9
2014XR40,K14X40R,4.2924e+01,1.4240e-01,4.3356e-01,5.4541e-02,4.9115e+00,3.013,0.090,44.590,2457070.0
2014XS40,K14X40S,4.2475e+01,1.6765e-01,4.8091e-01,3.2566e+00,4.5708e+00,2.265,-0.419,36.511,2457073.9
2014XW40,K14X40W,5.0246e+01,3.1427e-01,2.8805e-01,4.0905e+00,6.1255e+00,2.763,-0.286,40.342,2457101.9
2014YZ49,K14Y49Z,4.0205e+01,1.7392e-02,2.9990e-01,2.2857e+00,8.0069e-01,3.043,0.217,39.506,2457149.8
2014YA50,K14Y50A,4.6432e+01,1.7031e-01,4.1673e-01,7.9168e-01,3.3949e+00,2.963,0.350,42.752,2457146.9
2014YD50,K14Y50D,9.7906e+01,6.5767e-01,1.8230e-01,3.8083e+00,4.7249e+00,2.014,-0.181,33.801,2457099.8
2014YE50,K14Y50E,5.9475e+01,3.7919e-01,4.6871e-01,2.1155e+00,5.0113e+00,2.157,0.030,46.812,2457098.9
2014YK50,K14Y50K,1.1800e+02,6.6969e-01,5.1711e-01,4.8648e-01,2.9533e+00,-3.058,0.215,39.465,2457148.8
2015AJ281,K15AS1J,4.3254e+01,1.2734e-01,4.6794e-01,4.4676e+00,1.3139e-01,2.916,-0.478,43.140,2457106.9
2015AK281,K15AS1K,4.2823e+01,2.1720e-01,2.9538e-01,1.1507e+00,1.3482e+00,2.651,0.300,33.620,2457132.9
2015AN281,K15AS1N,4.1916e+01,1.4146e-01,3.0494e-01,9.2918e-01,3.9659e+00,2.873,0.283,43.732,2457176.8
2015BL518,K15Bp8L,4.5893e+01,2.6272e-01,2.6747e-01,5.4894e+00,4.1790e+00,-3.016,-0.222,33.857,2457160.9
2015BN518,K15Bp8N,4.6355e+01,2.2014e-01,3.9317e-01,5.4496e+00,3.5473e+00,2.015,0.120,37.825,2457050.0
2015BO518,K15Bp8O,4.6523e+01,2.3317e-01,1.3395e-01,5.9486e+00,4.0980e+00,2.608,0.027,40.234,2457069.9
2015BQ518,K15Bp8Q,4.1499e+01,5.2978e-02,2.7965e-01,4.7301e+00,2.2795e+00,2.759,-0.264,42.406,2457074.0
2015BR518,K15Bp8R,4.3905e+01,1.4679e-01,1.7300e-01,1.3771e+00,6.1500e-01,3.007,0.171,39.974,2457212.8
2015BS518,K15Bp8S,4.2685e+01,1.9558e-01,5.0100e-01,3.0049e-01,3.9403e+00,3.014,0.227,38.822,2457107.0
2015BT518,K15Bp8T,4.3568e+01,4.9903e-02,1.4115e-01,1.7735e+00,9.6826e-01,-2.625,0.136,42.194,2457167.8
2015BV518,K15Bp8V,4.4833e+01,3.5377e-02,3.1259e-02,1.7160e+00,4.9538e+00,2.344,0.019,45.376,2457044.9
2015BW518,K15Bp8W,4.5229e+01,1.6623e-01,1.6141e-01,6.2345e-01,2.0599e+00,2.332,0.163,38.013,2457096.8
2015BZ518,K15Bp8Z,4.6923e+01,1.8484e-01,1.9871e-01,7.6775e-01,5.2224e+00,-2.317,-0.014,49.182,2457192.8
2015BG519,K15Bp9G,3.8935e+01,2.8887e-02,5.9992e-01,5.7714e+00,6.1449e+00,2.905,-0.192,39.928,2457102.9
2015BH519,K15Bp9H,5.3746e+01,3.2518e-01,4.8586e-01,1.2732e-01,4.2031e+00,-2.950,-0.038,40.708,2457127.9
2015DW224,K15DM4W,1.0865e+02,6.5659e-01,5.3196e-01,1.2146e+00,2.1877e+00,-2.619,0.362,37.613,2457161.0
2015DA225,K15DM5A,7.3818e+01,5.1869e-01,4.8188e-01,5.3219e+00,3.6226e+00,2.162,-0.001,36.947,2457460.7
2015FG345,K15FY5G,4.2118e+01,1.2677e-01,6.2917e-01,1.0235e+00,3.9109e+00,-2.641,0.364,40.600,2457457.5
2015FJ345,K15FY5J,6.2023e+01,1.6700e-01,6.1181e-01,6.5998e-01,1.3668e+00,-2.841,0.251,58.028,2457457.8
2015FL345,K15FY5L,4.5876e+01,1.2614e-01,9.3567e-02,2.0394e+00,3.0892e+00,-2.668,0.096,44.818,2457132.9
2015FM345,K15FY5M,4.2586e+01,3.1630e-02,2.9899e-01,1.8051e+00,8.4914e-01,-2.475,0.274,42.008,2457195.9
2015FN345,K15FY5N,4.1866e+01,9.3475e-02,4.8810e-01,3.0115e+00,2.0803e+00,-2.196,0.448,39.314,2457212.8
2015FO345,K15FY5O,4.0174e+01,1.3082e-01,3.5147e-01,2.6673e+00,5.6170e-01,-2.525,0.323,35.532,2457136.0
2015FQ345,K15FY5Q,7.1536e+01,5.5751e-01,2.1694e-01,2.6133e+00,1.7964e+00,-2.672,0.189,35.163,2457181.8
2015FS345,K15FY5S,4.6557e+01,1.2445e-01,6.0895e-02,1.7162e+00,1.4253e+00,2.852,0.057,40.948,2457456.8
2015GO50,K15G50O,4.4354e+01,1.4453e-01,2.8576e-01,4.9514e+00,4.0980e+00,-3.019,-0.291,38.551,2457479.8
2015GP50,K15G50P,5.5054e+01,2.7516e-01,4.2277e-01,3.8851e+00,2.2504e+00,-2.852,-0.195,68.095,2457511.6
2015GQ50,K15G50Q,4.6415e+01,1.7781e-01,2.0145e-01,3.4695e-01,5.9111e-01,-2.672,-0.023,53.378,2457456.9
2015GS50,K15G50S,4.7134e+01,2.2870e-01,3.0020e-02,5.6999e+00,7.2106e-01,-2.335,-0.030,54.583,2457456.9
2015KH162,K15KG2H,6.1726e+01,3.3042e-01,5.0370e-01,3.5068e+00,5.1548e+00,-2.170,0.296,59.046,2457424.2
2015OV79,K15O79V,4.0473e+01,7.0885e-02,5.2973e-01,2.0520e+00,5.4480e+00,-0.575,-0.282,40.747,2457231.1
2015PD312,K15PV2D,5.4667e+01,3.6376e-01,4.0273e-01,2.7036e+00,4.2494e+00,0.527,-0.344,34.840,2457304.7
2015QT11,K15Q11T,3.8748e+01,6.5557e-02,4.6413e-01,1.2630e+00,3.0173e-01,0.548,-0.327,37.417,2457311.8
2016FN59,K16F59N,5.8261e+01,3.8662e-01,1.0051e-01,4.0046e+00,4.8731e+00,-3.119,-0.075,37.474,2457509.4
2016FP59,K16F59P,4.6563e+01,1.6106e-01,7.3426e-02,4.7112e+00,2.9569e+00,-3.085,-0.074,47.286,2457513.4
2016FW59,K16F59W,4.3372e+01,6.8772e-02,1.0992e-01,5.0648e+00,5.6411e-01,-3.063,-0.108,45.482,2457478.7
202421,K2421,4.3322e+01,1.4688e-01,4.4883e-01,5.3713e+00,3.8678e+00,0.226,0.420,48.785,2454800.3
468422,k8422,4.3934e+01,2.9022e-02,1.3212e-02,3.7123e+00,1.1413e-01,-2.736,-0.002,42.698,2457218.8
469333,k9333,5.4314e+01,3.4209e-01,3.2138e-01,2.2227e+00,2.5738e+00,-0.544,-0.120,39.983,2457228.0
469361,k9361,4.3161e+01,1.1980e-01,2.9908e-01,3.2841e+00,5.4886e+00,-2.723,0.090,40.347,2457166.8
469438,k9438,4.4011e+01,9.0906e-02,3.8083e-02,1.0321e+00,2.2774e+00,3.018,0.036,40.148,2457104.8
469509,k9509,4.4026e+01,6.6989e-02,1.8169e-02,4.0829e+00,7.9557e-01,-2.583,-0.006,42.689,2457183.8
469514,k9514,4.4384e+01,6.8859e-02,4.2150e-02,1.8271e+00,5.7767e+00,-0.335,-0.035,44.486,2457218.1
469610,k9610,4.3274e+01,2.7653e-02,2.5918e-02,1.3376e+00,3.4230e+00,-2.066,0.007,42.240,2457167.9
469615,k9615,4.0542e+01,5.7537e-02,4.5597e-01,5.6014e+00,3.3872e-01,-0.497,0.085,38.231,2457227.0
469705,k9705,4.4012e+01,8.9770e-02,5.0039e-02,2.0598e+00,1.3348e+00,2.848,0.037,40.516,2457128.9
470027,l0027,4.1911e+01,1.4149e-01,2.9974e-01,5.4166e+00,1.5025e+00,-0.104,0.209,37.183,2457229.0
470308,l0308,3.9427e+01,2.8777e-02,3.1688e-01,1.1273e+00,1.4835e-03,-2.023,-0.003,40.561,2457212.9
470443,l0443,4.5955e+01,6.6927e-02,3.9919e-01,9.3522e-01,4.7810e+00,1.263,0.144,46.688,2457425.6
470596,l0596,4.5115e+01,1.8981e-01,4.0408e-01,4.9763e+00,7.2847e-01,-0.740,0.230,36.601,2457232.0
471137,l1137,6.2178e+01,3.6279e-01,5.3417e-01,3.3087e+00,6.1809e+00,-3.042,-0.028,39.634,2457166.8
471150,l1150,3.8950e+01,5.1761e-02,6.9366e-01,3.0753e-02,5.2552e+00,-3.058,-0.062,39.734,2457165.8
471152,l1152,5.3717e+01,3.7384e-01,2.0420e-01,1.0115e+00,2.2932e+00,-2.589,0.091,34.363,2457167.9
471165,l1165,3.8953e+01,1.8026e-01,2.7435e-01,4.1660e+00,4.9226e+00,-2.108,0.009,36.529,2457222.8
471196,l1196,4.0710e+01,2.0920e-03,2.3820e-01,5.7879e+00,3.8840e+00,-0.838,-0.084,40.749,2457228.9
471210,l1210,5.0614e+01,2.7756e-01,4.8527e-01,2.7581e+00,4.5296e+00,0.903,-0.477,36.594,2456211.9
471288,l1288,4.3652e+01,2.8433e-02,2.2750e-01,4.4882e+00,3.5285e+00,-3.056,-0.219,43.536,2457160.8
471318,l1318,4.1432e+01,1.3322e-01,4.8391e-01,4.1329e+00,4.3922e+00,-2.259,-0.046,41.925,2457222.8
471921,l1921,4.5911e+01,8.0394e-02,2.8454e-01,3.3712e+00,1.7341e+00,3.042,-0.095,47.448,2457105.0
471954,l1954,4.3333e+01,1.3130e-01,4.9019e-01,6.1512e+00,4.4107e+00,-0.075,0.036,44.744,2457306.9
472231,l2231,4.3544e+01,8.0949e-02,5.0719e-02,4.4150e+00,5.7829e+00,-2.596,-0.035,40.098,2457131.8
472232,l2232,4.2998e+01,5.8565e-02,2.4279e-01,4.3202e+00,6.3457e-01,-2.885,-0.199,42.853,2457479.9
472262,l2262,4.6163e+01,2.8224e-01,3.6113e-01,2.5239e+00,4.2428e+00,0.552,-0.336,33.188,2457427.6
472271,l2271,4.3026e+01,1.5490e-01,3.0318e-01,4.1297e+00,4.6799e+00,0.669,0.105,44.162,2457260.9
229762,M9762,7.3493e+01,4.8918e-01,4.0766e-01,2.2895e+00,6.0465e+00,1.000,-0.399,45.171,2455185.7
230965,N0965,4.7087e+01,2.4667e-01,6.6525e-01,5.7361e+00,2.3084e+00,1.543,0.605,35.781,2455222.9
275809,R5809,4.3833e+01,8.3125e-02,2.7000e-02,1.8980e+00,2.1958e+00,-0.765,-0.013,43.074,2454741.5
303712,U3712,4.4165e+01,1.0407e-01,2.3405e-02,5.9190e+00,5.4210e+00,-0.291,0.002,41.202,2455858.6
303775,U3775,1.1152e+02,6.6891e-01,2.4487e-01,1.3685e+00,3.9101e+00,0.186,-0.231,49.277,2455857.8
305543,U5543,6.1979e+01,4.0586e-01,4.3895e-01,7.5438e-01,5.7892e+00,-0.092,-0.341,37.625,2455857.8
307251,U7251,4.6679e+01,2.0176e-01,1.7040e-01,1.0445e+00,2.1439e+00,-2.070,-0.008,40.685,2455093.5
307261,U7261,4.1737e+01,1.4527e-01,3.0882e-01,3.7713e+00,3.7455e+00,-1.569,0.257,47.218,2455093.6
307616,U7616,4.3766e+01,7.6255e-02,1.8080e-01,3.1011e-01,1.5221e+00,0.130,-0.033,43.954,2455474.0
308193,U8193,5.2786e+01,4.1700e-01,4.9817e-01,1.9673e+00,1.8524e+00,2.418,0.246,39.776,2455652.5
308634,U8634,4.3407e+01,1.0400e-01,1.3732e-01,5.5577e+00,1.7743e+00,2.432,0.001,42.031,2454805.0
315530,V5530,4.1779e+01,1.3913e-01,4.7831e-01,2.6007e-01,1.0084e+00,2.236,0.456,37.816,2455957.8